Run,Strategy,StrategyName,Victory,Turns,EnemiesDefeated,ZoneBosses,PiperDefeated,ResourcesGathered,ColonyCardsPlayed,HeroesNeverInjured,TotalHeroes,DeckSize,ColonyDeckSize,Food,Materials,Currency,Score,Seed
302,1,ZergRush,False,6,10,2,False,11,6,16,16,24,6,0,0,0,895,33500125
303,2,SpeedScouts,False,1,1,0,False,0,1,8,8,22,8,0,0,0,725,33505343
304,3,FortressColony,False,5,4,0,False,0,5,6,6,14,16,0,0,0,615,33507218
305,4,PiperBeeline,False,2,6,1,False,3,2,10,10,22,8,0,0,0,855,33510500
306,5,BalancedAdaptive,False,4,2,1,False,0,4,8,8,20,10,0,0,0,730,33513296
307,0,ColonyFirst,False,4,3,1,False,3,4,8,8,18,12,0,0,0,755,33516265
308,1,ZergRush,False,6,9,1,False,8,6,16,16,24,6,0,0,0,770,33519531
309,2,SpeedScouts,False,4,3,0,False,0,4,8,8,22,8,0,0,0,640,33524375
310,3,FortressColony,False,6,2,0,False,5,6,6,6,14,16,0,0,0,585,33527421
311,4,PiperBeeline,False,4,5,1,False,7,4,10,10,22,8,0,0,0,795,33531265
312,5,BalancedAdaptive,False,5,6,0,False,2,5,8,8,20,10,0,0,0,645,33535218
313,0,ColonyFirst,False,6,2,0,False,5,6,8,8,18,12,0,0,0,585,33538828
314,1,ZergRush,False,7,16,2,False,17,6,16,16,24,6,0,0,0,935,33543000
315,2,SpeedScouts,False,4,3,0,False,0,4,8,8,22,8,0,0,0,640,33549546
316,3,FortressColony,False,5,5,0,False,0,5,6,6,14,16,0,0,0,625,33552687
317,4,PiperBeeline,False,4,5,1,False,6,4,10,10,22,8,0,0,0,790,33556328
318,5,BalancedAdaptive,False,4,5,0,False,0,4,8,8,20,10,0,0,0,660,33560218
319,0,ColonyFirst,False,7,9,0,False,8,7,8,8,18,12,0,0,0,635,33563312
320,1,ZergRush,False,8,11,1,False,12,6,16,16,24,6,0,0,0,710,33567984
321,2,SpeedScouts,False,2,1,0,False,4,2,8,8,22,8,0,0,0,710,33574656
322,3,FortressColony,False,6,3,0,False,5,6,6,6,14,16,0,0,0,595,33577062
323,4,PiperBeeline,False,2,5,2,False,3,2,10,10,22,8,0,0,0,945,33580921
324,5,BalancedAdaptive,False,1,2,0,False,0,1,8,8,20,10,0,0,0,735,33583796
325,0,ColonyFirst,False,7,11,0,False,6,7,8,8,18,12,0,0,0,645,33585812
326,1,ZergRush,False,4,9,1,False,6,4,16,16,24,6,0,0,0,830,33590875
327,2,SpeedScouts,False,3,3,0,False,1,3,8,8,22,8,0,0,0,680,33595000
328,3,FortressColony,False,7,5,0,False,1,7,6,6,14,16,0,0,0,560,33598062
329,4,PiperBeeline,False,4,5,1,False,6,4,10,10,22,8,0,0,0,790,33602390
330,5,BalancedAdaptive,False,4,6,0,False,0,4,8,8,20,10,0,0,0,670,33606312
331,0,ColonyFirst,False,4,5,0,False,4,4,8,8,18,12,0,0,0,680,33609437
332,1,ZergRush,False,5,10,1,False,11,5,16,16,24,6,0,0,0,830,33613062
333,2,SpeedScouts,False,2,1,0,False,4,2,8,8,22,8,0,0,0,710,33618000
334,3,FortressColony,False,5,3,0,False,0,5,6,6,14,16,0,0,0,605,33620515
335,4,PiperBeeline,False,5,3,1,False,6,5,10,10,22,8,0,0,0,735,33624203
336,5,BalancedAdaptive,False,2,0,0,False,3,2,8,8,20,10,0,0,0,695,33628656
337,0,ColonyFirst,False,4,4,0,False,4,4,8,8,18,12,0,0,0,670,33631078
338,1,ZergRush,False,5,10,3,False,17,5,16,16,24,6,0,0,0,1060,33634687
339,2,SpeedScouts,False,5,3,0,False,4,5,8,8,22,8,0,0,0,625,33640046
340,3,FortressColony,False,5,5,0,False,0,5,6,6,14,16,0,0,0,625,33643640
341,4,PiperBeeline,False,2,5,1,False,4,2,10,10,22,8,0,0,0,850,33647421
342,5,BalancedAdaptive,False,2,2,0,False,2,2,8,8,20,10,0,0,0,710,33650421
343,0,ColonyFirst,False,4,6,0,False,3,4,8,8,18,12,0,0,0,685,33652937
344,1,ZergRush,False,4,9,1,False,8,4,16,16,24,6,0,0,0,840,33656625
345,2,SpeedScouts,False,4,4,0,False,0,4,8,8,22,8,0,0,0,650,33661078
346,3,FortressColony,False,6,2,0,False,5,6,6,6,14,16,0,0,0,585,33664328
347,4,PiperBeeline,False,5,4,2,False,11,5,10,10,22,8,0,0,0,870,33668484
348,5,BalancedAdaptive,False,4,6,0,False,0,4,8,8,20,10,0,0,0,670,33673296
349,0,ColonyFirst,False,5,7,0,False,6,5,8,8,18,12,0,0,0,675,33676734
350,1,ZergRush,False,4,9,2,False,5,4,16,16,24,6,0,0,0,925,33680937
351,2,SpeedScouts,False,4,3,0,False,0,4,8,8,22,8,0,0,0,640,33685546
352,3,FortressColony,False,5,3,0,False,0,5,6,6,14,16,0,0,0,605,33688859
353,4,PiperBeeline,False,4,7,1,False,6,4,10,10,22,8,0,0,0,810,33692765
354,5,BalancedAdaptive,False,4,3,0,False,0,4,8,8,20,10,0,0,0,640,33697078
355,0,ColonyFirst,False,5,1,0,False,5,5,8,8,18,12,0,0,0,610,33700359
356,1,ZergRush,False,6,12,1,False,12,6,16,16,24,6,0,0,0,820,33704640
357,2,SpeedScouts,False,4,4,0,False,0,4,8,8,22,8,0,0,0,650,33710343
358,3,FortressColony,False,5,6,0,False,1,5,6,6,14,16,0,0,0,640,33713953
359,4,PiperBeeline,False,4,4,1,False,7,4,10,10,22,8,0,0,0,785,33718015
360,5,BalancedAdaptive,False,5,3,0,False,6,5,8,8,20,10,0,0,0,635,33722265
361,0,ColonyFirst,False,4,4,0,False,3,4,8,8,18,12,0,0,0,665,33726218
362,1,ZergRush,False,5,13,1,False,5,5,16,16,24,6,0,0,0,830,33729906
363,2,SpeedScouts,False,4,3,0,False,0,4,8,8,22,8,0,0,0,640,33735140
364,3,FortressColony,False,5,5,0,False,2,5,6,6,14,16,0,0,0,635,33738640
365,4,PiperBeeline,False,4,4,1,False,5,4,10,10,22,8,0,0,0,775,33742859
366,5,BalancedAdaptive,False,4,5,0,False,0,4,8,8,20,10,0,0,0,660,33747140
367,0,ColonyFirst,False,4,7,0,False,3,4,8,8,18,12,0,0,0,695,33750828
368,1,ZergRush,False,2,8,1,False,7,2,16,16,24,6,0,0,0,895,33754546
369,2,SpeedScouts,False,2,2,0,False,3,2,8,8,22,8,0,0,0,715,33758296
370,3,FortressColony,False,5,3,0,False,1,5,6,6,14,16,0,0,0,610,33761046
371,4,PiperBeeline,False,2,6,1,False,4,2,10,10,22,8,0,0,0,860,33765296
372,5,BalancedAdaptive,False,4,6,0,False,0,4,8,8,20,10,0,0,0,670,33768750
373,0,ColonyFirst,False,3,5,0,False,2,3,8,8,18,12,0,0,0,705,33772453
374,1,ZergRush,False,7,6,2,False,9,6,16,16,24,6,0,0,0,795,33776093
375,2,SpeedScouts,False,4,3,0,False,0,4,8,8,22,8,0,0,0,640,33782656
376,3,FortressColony,False,5,2,0,False,0,5,6,6,14,16,0,0,0,595,33786437
377,4,PiperBeeline,False,2,7,1,False,1,2,10,10,22,8,0,0,0,855,33790375
378,5,BalancedAdaptive,False,4,5,0,False,2,4,8,8,20,10,0,0,0,670,33793718
379,0,ColonyFirst,False,6,6,0,False,8,6,8,8,18,12,0,0,0,640,33797671
380,1,ZergRush,False,5,11,1,False,8,5,16,16,24,6,0,0,0,825,33803656
381,2,SpeedScouts,False,4,4,0,False,0,4,8,8,22,8,0,0,0,650,33809359
382,3,FortressColony,False,5,2,0,False,6,5,6,6,14,16,0,0,0,625,33813312
383,4,PiperBeeline,False,4,7,1,False,7,4,10,10,22,8,0,0,0,815,33817656
384,5,BalancedAdaptive,False,4,5,0,False,0,4,8,8,20,10,0,0,0,660,33822656
385,0,ColonyFirst,False,4,6,0,False,6,4,8,8,18,12,0,0,0,700,33826531
386,1,ZergRush,False,2,6,1,False,10,2,16,16,24,6,0,0,0,890,33830968
387,2,SpeedScouts,False,4,2,0,False,2,4,8,8,22,8,0,0,0,640,33834796
388,3,FortressColony,False,5,2,1,False,0,5,6,6,14,16,0,0,0,695,33839375
389,4,PiperBeeline,False,4,7,1,False,2,4,10,10,22,8,0,0,0,790,33844156
390,5,BalancedAdaptive,False,4,5,0,False,0,4,8,8,20,10,0,0,0,660,33849140
391,0,ColonyFirst,False,5,4,0,False,5,5,8,8,18,12,0,0,0,640,33853812
392,1,ZergRush,False,5,8,2,False,13,5,16,16,24,6,0,0,0,920,33859234
393,2,SpeedScouts,False,4,4,0,False,0,4,8,8,22,8,0,0,0,650,33865750
394,3,FortressColony,False,5,4,0,False,1,5,6,6,14,16,0,0,0,620,33870421
395,4,PiperBeeline,False,4,5,1,False,5,4,10,10,22,8,0,0,0,785,33875500
396,5,BalancedAdaptive,False,5,6,0,False,3,5,8,8,20,10,0,0,0,650,33880578
397,0,ColonyFirst,False,5,3,1,False,4,5,8,8,18,12,0,0,0,725,33885578
398,1,ZergRush,False,3,9,2,False,6,3,16,16,24,6,0,0,0,965,33891109
399,2,SpeedScouts,False,2,2,0,False,0,2,8,8,22,8,0,0,0,700,33896078
400,3,FortressColony,False,5,3,0,False,0,5,6,6,14,16,0,0,0,605,33899562
401,4,PiperBeeline,False,4,8,0,False,7,4,10,10,22,8,0,0,0,725,33904671
402,5,BalancedAdaptive,False,4,4,1,False,0,4,8,8,20,10,0,0,0,750,33910328
403,0,ColonyFirst,False,3,4,0,False,2,3,8,8,18,12,0,0,0,695,33914671
404,1,ZergRush,False,5,13,1,False,11,5,16,16,24,6,0,0,0,860,33919062
405,2,SpeedScouts,False,4,4,0,False,0,4,8,8,22,8,0,0,0,650,33925562
406,3,FortressColony,False,5,6,0,False,0,5,6,6,14,16,0,0,0,635,33930000
407,4,PiperBeeline,False,5,6,1,False,8,5,10,10,22,8,0,0,0,775,33935343
408,5,BalancedAdaptive,False,4,3,1,False,0,4,8,8,20,10,0,0,0,740,33941656
409,0,ColonyFirst,False,5,9,0,False,5,5,8,8,18,12,0,0,0,690,33946218
410,1,ZergRush,False,6,16,1,False,10,6,16,16,24,6,0,0,0,850,33952171
411,2,SpeedScouts,False,3,6,0,False,1,3,8,8,22,8,0,0,0,710,33959421
412,3,FortressColony,False,5,4,0,False,3,5,6,6,14,16,0,0,0,630,33964015
413,4,PiperBeeline,False,4,7,1,False,4,4,10,10,22,8,0,0,0,800,33969250
414,5,BalancedAdaptive,False,4,4,0,False,0,4,8,8,20,10,0,0,0,650,33974781
415,0,ColonyFirst,False,5,10,0,False,4,5,8,8,18,12,0,0,0,695,33979812
416,1,ZergRush,False,7,9,1,False,7,6,16,16,24,6,0,0,0,715,33985531
417,2,SpeedScouts,False,4,3,0,False,0,4,8,8,22,8,0,0,0,640,33993203
418,3,FortressColony,False,5,4,0,False,0,5,6,6,14,16,0,0,0,615,33998140
419,4,PiperBeeline,False,3,6,2,False,1,3,10,10,22,8,0,0,0,910,34003468
420,5,BalancedAdaptive,False,4,3,0,False,1,4,8,8,20,10,0,0,0,645,34008171
421,0,ColonyFirst,False,4,5,0,False,4,4,8,8,18,12,0,0,0,680,34013375
422,1,ZergRush,False,5,10,2,False,10,5,16,16,24,6,0,0,0,925,34018921
423,2,SpeedScouts,False,4,4,0,False,0,4,8,8,22,8,0,0,0,650,34025500
424,3,FortressColony,False,5,3,0,False,0,5,6,6,14,16,0,0,0,605,34030875
425,4,PiperBeeline,False,4,4,1,False,7,4,10,10,22,8,0,0,0,785,34036203
426,5,BalancedAdaptive,False,4,2,1,False,0,4,8,8,20,10,0,0,0,730,34041968
427,0,ColonyFirst,False,3,3,0,False,1,3,8,8,18,12,0,0,0,680,34046953
428,1,ZergRush,False,7,13,2,False,6,6,16,16,24,6,0,0,0,850,34051625
429,2,SpeedScouts,False,4,4,0,False,0,4,8,8,22,8,0,0,0,650,34059406
430,3,FortressColony,False,6,6,0,False,5,6,6,6,14,16,0,0,0,625,34064375
431,4,PiperBeeline,False,5,5,1,False,7,5,10,10,22,8,0,0,0,760,34071000
432,5,BalancedAdaptive,False,6,3,1,False,6,6,8,8,20,10,0,0,0,700,34077312
433,0,ColonyFirst,False,5,8,0,False,6,5,8,8,18,12,0,0,0,685,34083859
434,1,ZergRush,False,6,11,2,False,14,6,16,16,24,6,0,0,0,920,34089828
435,2,SpeedScouts,False,3,3,0,False,5,3,8,8,22,8,0,0,0,700,34097781
436,3,FortressColony,False,5,3,0,False,0,5,6,6,14,16,0,0,0,605,34102687
437,4,PiperBeeline,False,4,7,1,False,5,4,10,10,22,8,0,0,0,805,34108546
438,5,BalancedAdaptive,False,6,6,0,False,4,6,8,8,20,10,0,0,0,620,34114593
439,0,ColonyFirst,False,3,7,0,False,1,3,8,8,18,12,0,0,0,720,34121515
440,1,ZergRush,False,7,14,2,False,9,6,16,16,24,6,0,0,0,875,34126500
441,2,SpeedScouts,False,2,2,0,False,3,2,8,8,22,8,0,0,0,715,34134640
442,3,FortressColony,False,5,5,0,False,0,5,6,6,14,16,0,0,0,625,34138718
443,4,PiperBeeline,False,2,4,1,False,4,2,10,10,22,8,0,0,0,840,34144703
444,5,BalancedAdaptive,False,4,6,0,False,0,4,8,8,20,10,0,0,0,670,34149703
445,0,ColonyFirst,False,3,4,0,False,1,3,8,8,18,12,0,0,0,690,34155359
446,1,ZergRush,False,5,15,1,False,9,5,16,16,24,6,0,0,0,870,34160359
447,2,SpeedScouts,False,4,4,0,False,2,4,8,8,22,8,0,0,0,660,34167796
448,3,FortressColony,False,6,6,0,False,3,6,6,6,14,16,0,0,0,615,34173234
449,4,PiperBeeline,False,4,7,0,False,5,4,10,10,22,8,0,0,0,705,34179781
450,5,BalancedAdaptive,False,5,9,0,False,3,5,8,8,20,10,0,0,0,680,34185921
451,0,ColonyFirst,False,4,5,0,False,3,4,8,8,18,12,0,0,0,675,34192312
452,1,ZergRush,False,2,7,1,False,7,2,16,16,24,6,0,0,0,885,34198109
453,2,SpeedScouts,False,4,4,0,False,0,4,8,8,22,8,0,0,0,650,34203359
454,3,FortressColony,False,5,4,0,False,2,5,6,6,14,16,0,0,0,625,34208750
455,4,PiperBeeline,False,4,5,1,False,5,4,10,10,22,8,0,0,0,785,34214890
456,5,BalancedAdaptive,False,5,4,0,False,2,5,8,8,20,10,0,0,0,625,34221203
457,0,ColonyFirst,False,3,5,0,False,1,3,8,8,18,12,0,0,0,700,34227609
458,1,ZergRush,False,9,9,1,False,12,6,16,16,24,6,0,0,0,640,34232937
459,2,SpeedScouts,False,4,3,0,False,0,4,8,8,22,8,0,0,0,640,34243000
460,3,FortressColony,False,5,2,0,False,1,5,6,6,14,16,0,0,0,600,34248562
461,4,PiperBeeline,False,4,8,0,False,7,4,10,10,22,8,0,0,0,725,34254234
462,5,BalancedAdaptive,False,4,7,0,False,0,4,8,8,20,10,0,0,0,680,34260203
463,0,ColonyFirst,False,5,9,0,False,5,5,8,8,18,12,0,0,0,690,34265656
464,1,ZergRush,False,5,10,1,False,5,5,16,16,24,6,0,0,0,800,34272234
465,2,SpeedScouts,False,5,6,0,False,1,5,8,8,22,8,0,0,0,640,34279484
466,3,FortressColony,False,5,3,0,False,3,5,6,6,14,16,0,0,0,620,34285562
467,4,PiperBeeline,False,5,7,1,False,6,5,10,10,22,8,0,0,0,775,34291328
468,5,BalancedAdaptive,False,4,3,1,False,0,4,8,8,20,10,0,0,0,740,34298453
469,0,ColonyFirst,False,5,8,0,False,5,5,8,8,18,12,0,0,0,680,34303890
470,1,ZergRush,False,5,8,3,False,4,5,16,16,24,6,0,0,0,975,34310531
471,2,SpeedScouts,False,4,3,0,False,0,4,8,8,22,8,0,0,0,640,34317515
472,3,FortressColony,False,5,5,0,False,0,5,6,6,14,16,0,0,0,625,34323031
473,4,PiperBeeline,False,2,5,1,False,2,2,10,10,22,8,0,0,0,840,34329218
474,5,BalancedAdaptive,False,4,7,0,False,0,4,8,8,20,10,0,0,0,680,34334093
475,0,ColonyFirst,False,3,3,0,False,2,3,8,8,18,12,0,0,0,685,34339640
476,1,ZergRush,False,4,8,0,False,14,4,16,16,24,6,0,0,0,760,34345093
477,2,SpeedScouts,False,1,1,0,False,0,1,8,8,22,8,0,0,0,725,34352578
478,3,FortressColony,False,5,4,0,False,3,5,6,6,14,16,0,0,0,630,34356546
479,4,PiperBeeline,False,2,5,1,False,3,2,10,10,22,8,0,0,0,845,34362593
480,5,BalancedAdaptive,False,4,5,0,False,0,4,8,8,20,10,0,0,0,660,34367937
481,0,ColonyFirst,False,6,6,0,False,7,6,8,8,18,12,0,0,0,635,34373609
482,1,ZergRush,False,9,14,2,False,12,6,16,16,24,6,0,0,0,790,34381296
483,2,SpeedScouts,False,4,3,0,False,0,4,8,8,22,8,0,0,0,640,34391515
484,3,FortressColony,False,5,3,0,False,1,5,6,6,14,16,0,0,0,610,34397218
485,4,PiperBeeline,False,4,5,1,False,4,4,10,10,22,8,0,0,0,780,34403562
486,5,BalancedAdaptive,False,6,6,0,False,7,6,8,8,20,10,0,0,0,635,34409984
487,0,ColonyFirst,False,2,4,0,False,5,2,8,8,18,12,0,0,0,745,34417562
488,1,ZergRush,False,4,11,2,False,7,4,16,16,24,6,0,0,0,955,34422343
489,2,SpeedScouts,False,4,3,0,False,2,4,8,8,22,8,0,0,0,650,34429593
490,3,FortressColony,False,5,2,0,False,3,5,6,6,14,16,0,0,0,610,34435609
491,4,PiperBeeline,False,4,10,0,False,6,4,10,10,22,8,0,0,0,740,34442078
492,5,BalancedAdaptive,False,4,4,0,False,0,4,8,8,20,10,0,0,0,650,34448812
493,0,ColonyFirst,False,4,5,0,False,4,4,8,8,18,12,0,0,0,680,34454890
494,1,ZergRush,False,2,7,1,False,9,2,16,16,24,6,0,0,0,895,34461484
495,2,SpeedScouts,False,4,5,0,False,0,4,8,8,22,8,0,0,0,660,34467531
496,3,FortressColony,False,5,4,0,False,0,5,6,6,14,16,0,0,0,615,34473578
497,4,PiperBeeline,False,2,5,2,False,4,2,10,10,22,8,0,0,0,950,34480218
498,5,BalancedAdaptive,False,4,7,0,False,0,4,8,8,20,10,0,0,0,680,34485328
499,0,ColonyFirst,False,4,4,1,False,4,4,8,8,18,12,0,0,0,770,34491531
500,1,ZergRush,False,6,9,2,False,8,6,16,16,24,6,0,0,0,870,34497968
